userId,reviewId,reviewDate
771,1205,9/26/24
797,4182,8/14/24
680,4770,2/11/25
1531,811,12/17/24
587,5067,4/5/25
1450,3562,12/27/24
738,2404,6/28/25
1758,2670,11/30/24
606,679,9/21/24
1746,6133,6/4/25
1960,4676,5/30/25
1762,2326,7/17/25
1367,1150,10/24/24
938,1476,7/21/25
1656,980,3/24/25
352,626,11/19/24
421,2749,2/18/25
516,2224,6/7/25
240,5166,4/17/25
653,5876,7/15/25
1494,2849,8/8/25
194,5568,7/5/25
498,4824,12/27/24
353,6189,10/8/24
1696,827,6/15/25
1630,2868,9/2/24
1261,3170,10/2/24
725,3513,5/6/25
1841,6175,12/23/24
358,5691,1/6/25
887,796,10/28/24
1648,102,5/14/25
1541,659,6/22/25
701,4461,7/16/25
115,3744,6/6/25
1429,3949,4/7/25
173,5490,7/15/25
954,2304,1/13/25
226,2139,1/12/25
158,5492,6/17/25
1815,5386,8/17/24
490,1380,12/21/24
681,4580,3/11/25
1290,4867,11/7/24
701,5287,7/9/25
618,5273,2/4/25
1044,1492,10/3/24
1907,3551,7/18/25
1709,3524,2/24/25
1304,4177,11/16/24
1268,871,10/29/24
1199,2768,1/29/25
369,4215,8/7/25
1107,3337,7/21/25
280,5497,3/3/25
1885,828,3/17/25
21,3360,4/15/25
111,1314,9/6/24
1668,1694,9/26/24
1541,2088,5/12/25
1502,70,7/18/25
859,5020,10/17/24
1700,780,2/7/25
1758,3574,1/31/25
636,5660,6/25/25
1209,1884,7/13/25
1853,5489,2/4/25
1791,4345,8/23/24
1789,5053,5/7/25
1663,3743,1/19/25
61,4022,5/14/25
955,1357,1/25/25
1793,1578,4/10/25
1008,6190,1/16/25
1057,4093,11/23/24
52,1022,2/8/25
122,666,8/10/24
1522,1186,4/13/25
1873,2941,12/10/24
1076,3547,9/19/24
841,4158,1/29/25
451,1138,9/30/24
1667,5356,6/25/25
382,2120,5/1/25
1623,4194,3/27/25
35,4588,9/30/24
906,3755,2/5/25
1291,6007,9/20/24
402,3145,10/3/24
399,4457,2/26/25
1622,2184,10/11/24
375,1990,8/12/24
1585,4014,11/6/24
1861,4909,11/16/24
426,2902,1/22/25
133,4217,1/28/25
1149,1910,7/4/25
1813,3594,5/29/25
1203,539,5/22/25
1708,2663,1/18/25
1518,3359,7/19/25
32,542,1/20/25
817,837,9/6/24
156,388,3/26/25
665,5807,8/13/24
137,4175,4/28/25
1178,4989,12/31/24
26,1664,2/4/25
515,3701,5/2/25
737,1497,6/21/25
356,4645,4/29/25
465,3540,6/29/25
1246,870,3/12/25
582,2519,12/30/24
693,2006,3/1/25
1924,3048,9/21/24
1898,3004,7/7/25
1371,2312,9/20/24
1674,5880,8/12/24
129,784,11/20/24
561,1967,2/20/25
1369,5505,10/12/24
332,2066,9/21/24
1790,1945,1/16/25
1550,3157,9/13/24
45,3663,12/25/24
328,435,4/26/25
1250,276,8/9/25
966,2698,3/7/25
1835,5794,9/5/24
1960,3795,9/21/24
630,3045,8/19/24
226,4296,2/1/25
1073,679,12/6/24
859,6146,11/15/24
563,5784,9/1/24
185,456,11/22/24
261,1188,11/10/24
1272,1688,12/10/24
1423,6092,12/6/24
789,5924,5/18/25
85,221,12/16/24
1936,1501,1/28/25
1254,1150,2/19/25
83,1301,11/25/24
97,2812,4/26/25
1272,4673,5/5/25
16,4707,4/24/25
8,1778,10/8/24
1824,3583,6/5/25
727,1801,10/7/24
217,3787,5/17/25
152,3764,4/2/25
443,5871,6/7/25
79,237,12/3/24
698,339,3/21/25
1884,2100,2/16/25
1623,1831,8/21/24
1069,3824,4/14/25
1540,3458,11/27/24
1067,4353,7/8/25
943,903,8/29/24
1737,6089,2/7/25
992,310,6/28/25
393,157,11/7/24
176,6137,6/11/25
1767,1945,8/31/24
8,4065,8/17/24
669,1061,5/15/25
1274,3368,6/13/25
14,3263,6/27/25
1479,3108,2/6/25
788,1113,12/28/24
479,413,10/24/24
1314,1560,1/11/25
402,4271,4/30/25
1440,6031,12/28/24
68,5419,6/15/25
912,3183,7/16/25
1656,6057,1/9/25
1917,3812,11/29/24
802,3244,7/31/25
793,4596,6/17/25
1845,1515,10/17/24
75,3899,9/25/24
157,2601,5/30/25
790,868,6/22/25
915,638,7/10/25
237,1102,6/28/25
320,3419,8/14/24
531,128,12/16/24
1132,1888,6/13/25
269,631,7/3/25
482,4098,6/23/25
268,1996,6/19/25
311,4311,4/8/25
1962,2782,4/14/25
1703,5383,10/6/24
1806,2391,8/10/24
1488,3877,1/18/25
1602,2924,6/21/25
1686,171,9/23/24
961,3915,3/24/25
1298,1151,9/30/24
1124,5179,6/2/25
1878,3629,2/16/25
1857,5787,6/25/25
1704,6078,2/26/25
1971,6200,7/28/25
1240,5082,6/19/25
638,4747,8/31/24
1834,760,9/20/24
1316,385,6/22/25
1294,1256,1/2/25
1361,342,12/20/24
344,1009,6/22/25
1985,351,12/14/24
662,2620,8/30/24
60,4435,6/10/25
248,175,7/29/25
1933,284,8/15/24
1444,2634,6/13/25
690,624,3/21/25
1851,4861,5/14/25
1321,4302,7/26/25
741,4315,12/8/24
810,4470,8/19/24
1873,6080,11/28/24
903,3439,2/16/25
661,1597,4/9/25
8,1563,2/10/25
1429,5580,7/3/25
1854,977,1/5/25
1835,5439,3/16/25
820,4837,9/2/24
660,2647,11/30/24
1451,3210,11/22/24
127,1286,12/12/24
1690,5969,5/25/25
775,251,12/5/24
1966,1737,2/25/25
713,6037,10/29/24
1356,3278,5/11/25
799,4077,3/7/25
1556,5314,8/2/25
578,1737,10/10/24
1428,543,9/15/24
142,2059,8/10/24
307,3847,10/22/24
811,4931,2/28/25
1496,5618,12/1/24
1778,2532,7/14/25
751,831,1/20/25
1249,6126,3/26/25
969,3317,5/25/25
1696,1419,11/15/24
664,4425,5/12/25
551,459,8/6/25
593,1242,6/16/25
495,1770,8/22/24
1735,1341,3/5/25
762,342,10/3/24
476,1192,9/15/24
853,919,6/11/25
205,4869,1/13/25
1192,1539,5/18/25
1646,1599,1/6/25
1595,1014,7/14/25
555,238,9/22/24
1042,5669,5/25/25
139,3756,7/22/25
1728,3004,9/28/24
767,5180,1/22/25
1724,5433,2/4/25
1765,2538,10/24/24
395,5042,12/18/24
1736,90,5/30/25
1961,4915,7/21/25
860,182,11/16/24
1402,4314,4/1/25
1028,2097,2/1/25
1130,4943,5/4/25
1055,5853,10/7/24
1043,4257,4/20/25
1647,4943,3/8/25
749,5744,3/26/25
1715,5632,5/1/25
353,2526,1/19/25
1967,208,8/7/25
1090,762,9/14/24
463,3710,3/13/25
226,3212,8/2/25
1103,84,5/28/25
1558,4029,2/8/25
521,1862,6/26/25
970,5732,2/22/25
1246,2027,6/12/25
1521,4038,1/29/25
99,5578,3/21/25
1798,2988,10/2/24
1846,1190,4/24/25
61,1772,10/19/24
611,4920,7/6/25
342,6207,8/31/24
1410,3326,3/3/25
1659,458,10/14/24
1984,4250,4/21/25
921,3664,11/30/24
1241,5493,6/6/25
531,5029,9/20/24
265,3231,8/25/24
1702,1282,11/29/24
872,823,7/27/25
163,1267,8/15/24
1910,386,4/20/25
177,4664,7/20/25
1524,5542,12/23/24
625,3124,4/11/25
766,4912,8/24/24
151,1112,6/17/25
1488,1659,4/8/25
406,2102,1/28/25
1321,3834,11/30/24
1874,4795,9/22/24
253,2798,11/3/24
83,3172,4/28/25
225,231,7/31/25
404,6139,8/22/24
840,349,7/7/25
1141,2643,12/19/24
665,3610,7/31/25
308,2226,1/13/25
1309,4674,4/10/25
890,5828,2/1/25
117,3739,1/16/25
233,1052,3/17/25
890,4686,6/7/25
531,1046,8/5/25
1482,5201,10/15/24
746,3846,10/21/24
667,6175,8/22/24
1257,1338,5/19/25
1192,3233,10/10/24
1814,4492,2/28/25
1032,1635,11/4/24
566,2889,2/13/25
1049,3969,11/27/24
887,1041,11/2/24
661,4733,1/6/25
219,4893,11/30/24
270,2343,7/3/25
1236,4640,4/26/25
1602,2685,6/14/25
1074,1238,5/15/25
402,4112,2/26/25
1756,1210,5/10/25
1830,1287,10/10/24
1534,5257,9/13/24
1290,411,11/9/24
477,5856,10/11/24
76,1959,5/23/25
690,626,6/17/25
122,870,11/16/24
1677,5559,3/22/25
650,2383,4/7/25
1106,4752,11/4/24
803,4106,5/18/25
183,5299,2/25/25
1827,2341,10/22/24
1786,3758,11/16/24
738,4347,3/5/25
1357,1485,2/25/25
321,3296,11/7/24
267,2947,8/29/24
1464,1060,11/2/24
380,4790,10/10/24
193,311,11/18/24
403,4606,10/2/24
1414,751,3/14/25
18,812,7/3/25
1084,5391,7/29/25
1036,1522,12/31/24
106,4718,7/2/25
1807,1700,6/7/25
1265,5604,2/10/25
734,1415,10/15/24
831,4232,3/28/25
1515,4171,3/15/25
1017,192,12/3/24
64,169,11/25/24
1001,4149,1/8/25
127,2866,10/19/24
924,6024,10/12/24
1590,5940,6/17/25
870,4481,7/17/25
372,4003,9/10/24
848,5254,2/5/25
430,3634,5/13/25
1300,3977,9/6/24
714,3005,1/23/25
1716,1379,3/23/25
810,4157,2/15/25
276,4421,8/30/24
367,2023,2/2/25
249,4775,8/7/25
985,2199,4/6/25
759,3620,3/17/25
1888,3489,10/3/24
366,3949,7/14/25
1111,5442,12/18/24
184,2706,6/9/25
1995,5663,1/30/25
253,2099,2/28/25
1021,4159,3/17/25
603,2157,1/8/25
1054,3711,8/25/24
1407,1926,2/20/25
1903,5041,12/11/24
1351,2395,7/3/25
1526,788,9/23/24
425,952,12/9/24
543,505,8/9/25
1351,4700,1/30/25
1066,4157,7/1/25
815,5525,4/11/25
1799,3002,2/25/25
1258,1754,4/21/25
1168,3847,11/3/24
1460,5055,4/3/25
359,668,4/29/25
1712,3164,6/2/25
889,887,1/24/25
692,4117,2/1/25
143,3976,3/14/25
961,1420,6/25/25
232,209,2/25/25
1297,3120,4/7/25
182,1499,6/3/25
1660,6193,12/21/24
46,3034,6/24/25
45,375,10/23/24
273,322,8/4/25
246,5664,5/22/25
1685,807,9/9/24
357,1713,10/2/24
708,4535,5/30/25
509,3120,12/30/24
1600,54,12/31/24
742,4063,3/14/25
1497,1087,9/9/24
483,1205,4/23/25
888,4093,12/28/24
638,277,3/21/25
1267,1497,10/23/24
293,2495,1/10/25
1465,5197,11/28/24
1449,1264,5/13/25
1419,4212,7/8/25
188,3721,9/19/24
145,2770,9/16/24
1190,6152,5/8/25
909,4454,7/2/25
1303,5490,10/27/24
1341,1451,5/18/25
702,723,1/19/25
1555,5806,12/13/24
1499,5626,3/13/25
938,1700,11/12/24
694,1776,7/25/25
193,743,12/18/24
1082,826,7/8/25
264,1730,4/30/25
119,5840,10/22/24
87,2095,10/15/24
1369,3059,8/22/24
1731,1622,10/28/24
1780,1705,3/25/25
805,4690,4/30/25
1456,4385,8/2/25
1732,1313,3/21/25
1861,3767,5/19/25
631,1133,5/12/25
347,338,9/21/24
658,4589,12/25/24
1442,3817,1/6/25
1035,4992,1/28/25
15,3110,5/31/25
1031,5659,12/25/24
1658,5655,12/13/24
1220,3128,1/2/25
494,4164,9/18/24
1735,1835,6/19/25
516,5446,11/26/24
1403,5158,8/14/24
1771,4601,3/22/25
105,856,2/1/25
819,1813,5/20/25
153,278,1/13/25
1107,3620,2/20/25
1377,4513,2/19/25
345,1634,4/9/25
1717,5848,1/22/25
1300,3148,1/21/25
829,3826,5/21/25
1065,2401,12/24/24
1599,2638,6/8/25
468,3435,11/21/24
1696,563,3/3/25
518,3999,6/12/25
687,5779,3/28/25
1390,3003,3/21/25
733,4776,5/27/25
1075,2265,5/7/25
929,2059,9/2/24
519,3014,3/31/25
311,5357,12/12/24
902,1476,8/25/24
1134,4749,3/25/25
204,4380,1/18/25
155,2233,2/12/25
322,4897,1/30/25
1008,1299,4/29/25
564,4263,7/6/25
676,1197,10/10/24
1663,6005,10/31/24
1888,3376,10/23/24
405,962,2/17/25
1565,1505,4/26/25
58,3231,10/6/24
1666,1901,7/31/25
1673,4269,3/28/25
1919,4228,3/31/25
309,4064,1/21/25
1382,3319,7/31/25
597,6052,6/30/25
987,149,10/24/24
54,4090,4/2/25
1087,591,6/21/25
1627,4848,5/12/25
180,5125,9/30/24
1397,1470,9/1/24
206,524,7/28/25
727,612,3/5/25
366,2723,4/12/25
1191,2287,3/2/25
1193,3224,2/10/25
1467,417,5/18/25
96,2512,5/21/25
1648,4672,1/1/25
1103,633,5/6/25
1797,2452,4/12/25
425,3449,3/13/25
915,1243,7/31/25
1140,825,9/16/24
956,2438,8/7/25
1708,3070,12/21/24
1726,548,10/4/24
1926,529,2/3/25
1176,2956,9/28/24
1930,4315,1/23/25
996,1991,8/28/24
1772,5865,3/6/25
1590,4266,12/12/24
709,426,10/6/24
422,2974,2/23/25
1172,3148,2/8/25
304,5523,2/22/25
764,2482,9/12/24
1681,4499,6/7/25
152,5164,4/10/25
1701,3800,10/3/24
1567,4749,1/12/25
187,81,7/24/25
355,3121,8/10/24
1665,3801,8/12/24
1875,817,5/5/25
1544,1918,4/11/25
460,374,8/10/24
62,312,4/8/25
3,4059,4/28/25
51,1181,11/9/24
718,478,5/21/25
1273,5094,2/8/25
1066,4903,6/20/25
743,6036,6/22/25
1636,3464,8/11/24
1154,2894,3/22/25
930,2565,10/15/24
227,4964,5/18/25
1180,2318,8/26/24
1437,1045,3/12/25
1298,2671,1/11/25
401,1152,8/13/24
1308,2764,6/21/25
1981,2860,4/5/25
1130,5742,7/20/25
171,4536,11/10/24
117,1662,9/28/24
403,1048,3/1/25
358,5745,9/19/24
114,5785,4/8/25
98,3065,1/31/25
1602,5596,12/7/24
1015,2048,4/25/25
1476,2891,6/21/25
231,1620,2/24/25
1760,1366,12/6/24
393,2420,12/14/24
1301,1696,9/11/24
852,5239,8/29/24
1503,997,6/22/25
859,1816,2/8/25
598,2190,4/3/25
1682,42,9/2/24
1643,3733,11/21/24
1236,4652,3/1/25
1468,4830,1/25/25
737,1316,1/31/25
880,3676,12/14/24
1181,5918,12/12/24
936,5755,12/15/24
947,4065,1/26/25
1642,1034,1/9/25
1085,4487,3/7/25
147,3498,4/11/25
1224,542,5/12/25
592,3920,7/27/25
1871,6060,12/18/24
1466,5675,5/31/25
1042,2820,1/23/25
266,2525,1/30/25
1116,5323,8/5/25
1323,4538,12/6/24
791,5938,1/5/25
102,2698,12/5/24
810,4309,6/8/25
825,1921,7/23/25
312,1223,6/6/25
1170,2087,9/23/24
423,2367,12/13/24
597,4281,5/1/25
906,1243,12/22/24
1717,68,1/30/25
1625,2279,3/29/25
463,5044,11/21/24
1614,405,7/13/25
603,4188,7/11/25
1653,5154,1/19/25
232,2122,4/8/25
1545,3106,10/25/24
953,4759,4/22/25
1326,5346,4/19/25
109,4394,10/4/24
819,5615,12/5/24
236,3655,1/20/25
1050,4127,4/11/25
234,116,2/21/25
272,3919,12/1/24
986,3074,7/27/25
173,2634,8/12/24
1095,5032,10/8/24
1441,5456,8/28/24
1570,1037,8/24/24
206,2179,7/1/25
88,2990,6/11/25
1532,3323,3/3/25
82,3757,6/28/25
1659,3763,7/14/25
46,2014,3/28/25
1145,722,4/28/25
1961,4557,6/12/25
529,4128,6/4/25
1030,5741,4/7/25
974,1326,12/17/24
1009,4777,6/12/25
1546,568,12/6/24
799,5931,4/21/25
1765,3579,6/23/25
214,5067,7/2/25
818,1588,11/13/24
800,2739,7/26/25
586,5766,1/6/25
1197,4914,3/27/25
1723,1379,9/17/24
136,290,8/14/24
617,5638,1/7/25
1926,280,2/1/25
1132,4197,10/1/24
966,4187,3/18/25
1622,2377,2/26/25
1251,2739,10/1/24
48,103,4/28/25
1551,1161,2/12/25
953,923,3/9/25
761,1071,1/17/25
1489,2430,8/4/25
1964,4767,2/9/25
1968,6003,7/30/25
431,3877,10/16/24
1614,4924,10/27/24
588,86,8/21/24
330,5239,3/3/25
1915,7,1/23/25
1880,5840,3/31/25
696,5079,2/17/25
1094,3864,1/30/25
456,103,7/14/25
500,3026,11/22/24
185,3616,7/19/25
1546,3158,4/7/25
1603,5592,6/19/25
1962,1276,4/7/25
507,1690,8/21/24
452,1675,12/16/24
1709,3537,8/8/25
137,5192,6/27/25
905,4986,11/1/24
1113,3835,5/13/25
1412,2796,1/14/25
166,6089,3/9/25
1488,2915,8/13/24
794,4865,2/13/25
789,2993,8/9/25
1224,5141,4/12/25
1581,5869,1/8/25
1298,858,11/16/24
1362,4712,9/20/24
159,3087,3/11/25
1509,1193,11/10/24
1744,2398,3/5/25
122,4039,9/27/24
1614,5092,12/17/24
1669,1601,12/5/24
632,1703,12/27/24
805,5584,5/25/25
1703,5196,12/19/24
369,2046,6/19/25
210,1308,1/18/25
1058,4925,7/1/25
1903,4240,7/31/25
1393,2670,7/31/25
629,5406,6/11/25
1667,6190,7/9/25
168,2630,5/12/25
1017,5978,1/20/25
1769,6004,8/16/24
235,1809,8/28/24
1696,4391,12/29/24
312,2427,7/27/25
1388,252,11/15/24
22,3497,9/20/24
11,120,5/23/25
1559,3192,3/30/25
32,3367,2/18/25
1200,2722,1/18/25
650,3671,1/17/25
1562,243,5/10/25
1392,1699,4/20/25
845,2811,1/26/25
1699,2201,1/27/25
367,172,9/1/24
1560,5,2/9/25
1526,838,11/23/24
571,4938,12/9/24
8,2266,4/3/25
1304,3141,1/16/25
191,3665,8/23/24
953,2959,2/5/25
903,5867,5/21/25
1654,2883,1/16/25
747,3143,9/14/24
1153,4422,12/30/24
533,3404,8/10/24
1537,1184,7/23/25
937,2015,10/12/24
1385,3655,4/20/25
1864,1411,7/31/25
1554,4258,11/11/24
1251,5463,12/30/24
1938,2855,10/23/24
86,3267,1/15/25
361,5716,10/8/24
1379,6008,6/16/25
1673,4255,5/9/25
1400,98,5/6/25
804,5566,4/29/25
114,6016,11/20/24
1565,2829,4/12/25
568,4334,7/8/25
1610,5929,4/4/25
422,1162,2/5/25
413,458,4/12/25
273,313,4/6/25
310,3538,1/9/25
212,4732,6/9/25
1886,499,10/9/24
1437,3854,3/12/25
350,2683,11/11/24
1066,900,12/24/24
1186,67,5/19/25
1535,5206,4/5/25
1058,6182,10/31/24
1561,4554,5/19/25
1431,1599,10/5/24
1191,4640,1/8/25
138,4668,9/21/24
115,1174,8/14/24
1339,1937,4/28/25
558,2393,9/21/24
1603,4838,5/12/25
829,4895,11/2/24
1338,2088,11/15/24
1371,2718,7/8/25
1153,2899,2/14/25
1217,743,3/10/25
23,1883,9/21/24
1981,1160,3/10/25
1902,4863,10/27/24
1112,5766,7/29/25
1011,3096,12/19/24
303,87,5/28/25
1388,1906,6/5/25
141,2640,9/4/24
60,4018,1/5/25
1517,4163,5/7/25
863,181,7/4/25
1324,3720,1/7/25
698,1933,9/29/24
374,2926,9/24/24
1816,5060,5/7/25
731,3956,5/3/25
1444,2882,6/28/25
1917,4588,4/17/25
761,2596,4/4/25
293,5279,12/14/24
581,2083,11/3/24
629,3101,9/11/24
85,1818,1/6/25
1025,693,2/10/25
1364,2370,11/8/24
163,527,4/24/25
426,6235,6/26/25
863,4145,12/7/24
806,1106,9/15/24
1101,1060,8/14/24
827,567,2/26/25
183,2928,5/16/25
246,2454,9/24/24
797,5124,12/19/24
1294,2360,12/15/24
1922,3997,9/17/24
1211,3379,9/17/24
1306,1301,9/16/24
1664,1630,7/25/25
945,3416,4/9/25
961,4150,2/26/25
579,3189,5/1/25
437,2991,11/7/24
409,5107,4/24/25
1749,2871,7/21/25
1818,508,4/15/25
1413,3878,12/8/24
570,4986,11/14/24
91,4611,10/9/24
1472,1751,7/31/25
237,2411,3/3/25
1027,184,6/13/25
855,5485,6/7/25
29,4082,10/22/24
1869,515,11/7/24
232,226,7/25/25
1172,3109,11/10/24
1345,369,6/21/25
1729,3200,5/13/25
1604,3352,12/19/24
512,3975,10/23/24
607,2899,1/17/25
1351,752,3/5/25
407,3590,3/11/25
335,1035,4/30/25
1042,2426,11/14/24
359,4987,9/19/24
1643,3743,8/19/24
1340,1721,5/31/25
1527,6229,1/3/25
1353,4768,4/14/25
516,1495,10/26/24
1622,2596,9/16/24
1584,4658,9/14/24
500,1555,10/2/24
1014,394,1/22/25
494,1403,1/27/25
1259,2238,3/15/25
1689,1122,2/17/25
1214,338,9/28/24
1763,4126,12/12/24
102,1628,12/11/24
123,3544,5/21/25
1395,4353,5/15/25
42,1856,12/20/24
784,4487,4/25/25
1557,2383,7/10/25
1905,3388,5/7/25
687,2188,5/8/25
69,3793,7/16/25
81,808,9/2/24
1189,3374,7/17/25
1015,757,5/15/25
250,2774,1/19/25
6,3260,11/3/24
1211,3483,12/21/24
1953,2093,7/15/25
968,2656,10/4/24
1021,3814,7/29/25
150,688,7/26/25
785,2917,11/26/24
945,953,5/15/25
1294,4090,6/14/25
1483,5770,5/1/25
166,3493,3/11/25
722,4915,3/29/25
1139,3330,5/4/25
1760,5840,4/30/25
1177,2532,3/24/25
1094,5877,2/23/25
1580,2305,6/5/25
725,3141,10/5/24
291,1669,8/17/24
1512,4763,6/7/25
660,3460,2/17/25
456,4627,4/7/25
1641,1727,10/6/24
1986,5592,4/13/25
1890,5294,12/29/24
1434,129,7/1/25
910,3810,8/17/24
1235,2118,1/24/25
747,905,1/15/25
1480,2734,10/6/24
573,236,10/7/24
172,5607,10/19/24
341,2534,2/14/25
1776,335,12/14/24
139,4716,7/13/25
1392,2771,11/10/24
542,547,7/10/25
649,2167,1/29/25
1900,4693,10/15/24
693,1942,5/6/25
267,3871,3/24/25
1014,1770,6/13/25
617,2772,2/16/25
1841,3783,8/3/25
328,3438,8/23/24
1860,5284,4/11/25
1570,1565,1/2/25
1262,3109,6/23/25
1439,3440,11/17/24
1875,740,1/28/25
1321,600,5/8/25
1941,4033,11/21/24
768,4011,11/8/24
1768,5962,6/10/25
40,3294,6/6/25
1161,5154,8/10/24
1368,4213,12/11/24
693,1844,6/12/25
23,53,2/1/25
1860,3429,12/19/24
1883,2079,5/9/25
195,1686,4/11/25
1091,87,6/1/25
50,5078,3/11/25
1898,2750,7/20/25
882,94,10/16/24
856,1222,9/1/24
1572,1288,6/25/25
1779,2614,4/11/25
1009,4543,10/19/24
671,1390,11/16/24
873,3819,1/29/25
1407,4564,3/25/25
1986,2028,11/4/24
1074,5742,2/3/25
1135,4125,12/21/24
886,4352,9/7/24
87,1016,1/2/25
1453,3887,4/29/25
1457,1296,8/27/24
112,2793,1/8/25
428,631,10/14/24
693,556,7/11/25
1039,2919,7/31/25
1120,5314,2/11/25
1472,697,8/17/24
676,1048,1/25/25
1399,6025,7/23/25
1727,3328,12/26/24
581,3450,8/4/25
